ALIMENTO (premi QUI e poi premi CTRL+MAIUSC+T per cercare un alimento);Parte edibile (g);Energia Kcal;Energia KJ;Acqua (g);Prot tot (g);Prot anim;Prot veg;Glucidi tot;Amido;Glucidi solub;Lipidi tot;Saturi tot;Monoins tot;Polins tot;Ac. oleico;Ac. linoleico;Ac. linolenico;altri Polins;Colest;Fibre alim;alcool;Ferro;Ca;Na;K;P;Zn;Vit B1;Vit B2;Vit B3;Vit C;Vit B6;Folico;Retinolo eq;Beta carotene eq;Vit E;Vit D
NOCI, secche;39;660;2761;6,3;15,8;0;15,8;6,3;2,4;3,9;63,7;5,21;8,92;38,03;8,77;31,82;6,21;0;0;6,2;0;2,1;83;2;368;380;5,3;0,45;0,1;0,9;2;0,67;66;8;48;3,85;0
NORI [PORPHYRA LACINIATA], secca;100;136;569;8,7;30,7;0;30,7;2;0;2;1,5;0,33;0,13;0,59;0,04;0,02;0,01;0;0;44,4;0;19,6;430;790;2840;350;6,4;0,24;1,34;5,5;14;0,07;146;2485;14910;1;0
OCA [ANSER ANSER];70;373;1561;49,1;15,8;15;0;0;0;0;34,4;9,39;18,6;4,12;0;3,93;0,19;0;80;0;0;1,8;13;61;270;197;1,7;0,07;0,2;6,4;0;0,35;8;90;2;1,74;0
OLIO DI COCCO;100;899;3761;2;2;0;2;0;0;0;99,9;86,8;6,25;1,6;6,25;1,6;0;0;0;0;0;2;2;2;2;2;2;2;2;2;0;2;2;2;2;0,7;0
OLIO DI COLZA;100;899;3761;2;2;0;2;0;0;0;99,9;6,31;61,52;29,62;55,84;20,54;9,08;0;0;0;0;0,1;2;2;2;2;2;2;2;2;0;2;2;2;2;22,2;0
OLIO DI GERME DI GRANO;100;899;3761;2;2;0;2;0;0;0;99,9;18,5;16,7;60,4;15,4;55,1;5,3;0;0;0;0;2;2;2;2;2;2;2;2;2;0;2;2;2;2;136,7;0
OLIO DI MAIS VITAMINIZZATO;100;899;3761;2;2;0;2;0;0;0;99,9;14,96;30,66;50,43;29,88;49,83;0,6;0;0;0;0;0,1;2;0;2;2;2;2;2;2;0;2,5;2;2;2;90;0
OLIO DI OLIVA;100;900;3766;0;0;0;0;0;0;0;100;16,16;74,45;8,84;73,63;7,85;0,99;0;0;0;0;0;0;2;2;0;2;0;0;0;0;2;2;0;0;5,1;0
OLIO DI OLIVA EXTRAVERGINE;100;900;3766;0;0;0;0;0;0;0;100;16,16;74,45;8,84;73,63;7,85;0,99;0;0;0;0;0;0;2;2;0;2;0;0;0;0;2;2;3;19;21,42;0
OLIO DI OLIVA VITAMINIZZATO;100;900;3766;0;0;0;0;0;0;0;100;16,16;74,45;8,84;73,63;7,85;0,99;0;0;0;0;0;0;2;2;0;2;0;0;0;0;1,7;2;800;4800;15;15
OLIO DI PALMA;100;899;3761;2;2;0;2;0;0;0;99,9;47,1;38,92;12,58;38,45;9,28;3,3;0;0;0;0;0,4;2;2;2;2;2;2;2;2;2;2;2;2;2;33,1;0
OLIO DI SEMI DI ARACHIDI;100;900;3766;0;0;0;0;0;0;0;100;19,39;52,52;27,87;51,3;27,87;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;2;0;0;15,2;0
OLIO DI SEMI DI GIRASOLE;100;899;3761;2;2;0;2;0;0;0;99,9;11,24;33,37;50,22;32,91;49,89;0,33;0;0;0;0;0,1;2;2;2;2;2;2;2;2;0;2;2;2;2;49,2;0
OLIO DI SEMI DI MAIS;100;899;3761;2;2;0;2;0;0;0;99,9;14,96;30,66;50,43;29,88;49,83;0,6;0;0;0;0;0,1;2;2;2;2;2;2;2;2;0;2;2;2;2;17,2;0
OLIO DI SEMI VARI;100;900;3766;0;0;0;0;0;0;0;100;10,28;39,54;46,36;36,98;39,63;6,74;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;2;0;0;27,42;0
OLIO DI SESAMO;100;898;3757;0,1;0,2;0;0,2;0;0;0;99,7;13,15;40,1;42,2;39,7;41,9;0,3;0;0;0;0;0,1;10;2;20;0;2;0,01;0,07;0,1;0;2;2;2;2;29,1;0
OLIO DI SOIA;100;899;3761;2;2;0;2;0;0;0;99,9;14,02;22,76;58,96;22,26;51,36;7,6;0;0;0;0;0,1;2;2;2;2;2;2;2;2;0;2;2;2;2;16,1;0
OLIO DI VINACCIOLO;100;899;3761;2;2;0;2;0;0;0;99,9;9,23;16,39;67,99;16;67,7;0,29;0;0;0;0;2;2;2;2;2;2;2;2;2;0;2;2;2;2;31,9;0
OLIVE DA TAVOLA, CONSERVATE;83;268;1121;58;1,5;0;1,5;5;0;5;27;3,78;18,85;3,02;18,58;2,85;0,17;0;0;2,4;0;3,5;70;1305;287;25;0,4;0;0,1;1,2;20;0,02;2;30;180;1,99;0
OLIVE NERE [OLEA EUROPEA SATIVA];74;234;979;68,6;1,6;0;1,6;0,8;0;0,8;25,1;3,51;17,52;2,81;17,27;2,65;0,16;0;0;2,4;0;1,6;62;54;432;18;0,5;0,1;0,1;1;20;0,02;2;55;330;1,99;0
OLIVE VERDI [OLEA EUROPEA];84;142;594;76,8;0,8;0;0,8;1;0;1;15;2,1;10,47;1,68;10,32;1,58;0,1;0;0;4,4;0;1,6;64;54;432;14;0,4;0,03;0,08;0,5;0;0,02;2;48;288;1,99;0
OMBRINA [OMBRINA CIRROSA] SURGELATA;63;78;326;80;17,2;17;0;0,8;0;0,8;0,7;0,09;0,14;0,4;0,07;2;0,04;0;57;0;0;0,4;15;120;280;92;0,4;0,23;0,1;4,5;0;0,19;5;0;0;0,4;2
ORATA [SPARUS AURATUS], SURGELATA;69;90;377;78,4;19,8;19;0;0;0;0;1,2;0,15;0,23;0,68;0,11;2;0,06;0;70;0;0;0,4;12;69;309;125;0,5;0,04;0,14;4,3;0;0,19;5;0;0;0,4;2
ORIGANO [ORIGANUM VULGARE], fresco;100;66;276;81,8;2,2;0;2,2;9,7;2;9,7;2;0,52;0,13;1,02;0,1;0,2;0,82;0;0;8,4;0;8,6;310;3;330;39;0,9;0,07;0,32;6,2;45;1,21;274;135;810;1,69;0
ORIGANO, secco macinato;100;306;1280;7,2;11;0;11;49,5;2;49,5;10,3;2,67;0,67;5,26;0,51;1,05;4,2;0;0;42,8;0;44;1580;15;1670;200;4,4;0,34;0,32;6,2;0;1,21;0;690;4140;1,69;0
ORTICA [URTICA DIOICA];100;36;151;83;5,9;0;5,9;1,3;0;1,3;0,7;0,09;0,04;0,43;0,04;0,07;0,31;0;0;4,1;0;4,4;590;1;670;92;1,7;0,2;0,15;0,8;175;0,22;220;358;2150;1,68;0
ORZO [HORDEUM VULGARE], PERLATO;100;318;1331;12,2;10,4;0;10,4;70,5;70,5;2;1,4;0,29;0,14;0,77;0,14;0,7;0,07;0;0;9,1;0;0,7;14;3;120;189;2,1;0,09;0,08;3,1;0;0,22;20;0;0;0,33;0
ORZO SOLUBILE O CAFFE' D'ORZO, in polvere;100;372;1556;4,9;5,5;0;5,5;80,9;80,9;2;3,4;0,63;0,37;1,73;0,36;1,56;0,17;0;0;0,1;0;4,6;52;73;1840;580;0,5;0;0,1;16,9;0;0,22;20;0;0;0,33;0
ORZO SOLUBILE O CAFFE' D'ORZO, in tazza;100;5;21;98,7;0,1;0;0,1;1;0;1;2;0,01;0,01;0,02;0,01;0,02;2;0;0;0;0;0,1;3;4;24;7;0;0;2;0,2;0;0,03;0;0;0;2;0
OSTRICA [OSTREA EDULIS];12;69;289;85,7;10,2;10;0;5,4;0;0;0,9;0,17;0,21;0,19;0,05;0,02;0,01;0;98;0;0;6;186;510;260;267;45;0,1;0,2;1,5;2;0,16;10;75;2;0,46;0
OVINO, CUORE;100;134;561;75;16,9;16;0;0,4;0;0,4;7,2;2,78;2,13;0,68;1,88;0,41;0,15;0;180;0;0;5;9;140;280;200;2;0,49;0,8;7,5;3;0,29;2;0;0;0,48;0
OVINO, FEGATO;100;135;565;73;19,5;19;0;2;0;2;5,5;1,7;1,44;0,81;1,21;0,2;0,15;0;300;0;0;12,6;8;67;300;364;3,5;0,4;3,28;13,1;33;0,42;181;15000;72;0,6;0
PALOMBO [MUSTELUS MUSTELUS];65;80;335;79,2;16;16;0;1,3;0;1,3;1,2;0,17;0,33;0,34;0,17;0,01;0,01;0;70;0;0;1;31;120;290;218;0,4;0,03;0,03;5,6;2;0,37;3;15;2;1;9
PAN DI SPAGNA;100;314;1314;28;8,5;5;2,6;59,4;27;32,4;6,4;2,34;2,69;0,93;1,44;0,32;0,01;0;185;1,2;0;1,1;24;54;104;102;0,8;0,11;0,24;0,5;0;0,08;18;110;0;1,02;1
PANCARRE' AMERICANO COMUNE;100;267;1117;36,7;8,2;0;8,2;46,9;43,9;3;3,6;0,81;1,61;0,74;1,6;0,71;0,04;0;1;2,3;0;3;108;538;119;94;0,6;0,47;0,34;4;0;0,06;34;0;0;2;0
PANCETTA AFFUMICATA O BACON;91;276;1155;57,3;15,8;15;0;0;0;0;23,6;8;10,3;3,5;9,3;2,9;0,3;0;65;0;0;0,5;6;1260;250;140;1,5;0,45;0,14;4,7;2;0,3;3;2;2;0,07;0
PANCETTA COPPATA;100;394;1648;40,8;20,9;20;0;0,7;0;0,7;34,2;14;12,54;5,88;11,29;5,46;0,26;0;73;0;0;0,9;22;1595;297;202;2,5;0,58;0,17;5,4;0;0,33;3;0;0;0,15;0
PANCETTA DI MAIALE;100;661;2766;19,3;8,4;8;0;1;0;1;69,3;24,3;26,28;18,67;23,44;17,75;0;0;101;0;0;1,2;13;108;180;108;1,6;0,36;0,11;1,8;0;0,26;2;0;0;0,07;2
PANCETTA MAGRETTA;100;314;1314;47,8;21,7;21;0;0;0;0;25,3;9,28;11,76;2,6;10,77;2,19;0,16;0;65;0;0;0,7;18;3074;588;140;4,2;0,45;0,14;4,7;0;0,3;3;2;2;0,07;0
PANCETTA TESA;100;337;1410;45,3;20,9;20;0;0;0;0;28,1;9,61;12,59;4,38;11,48;3,61;0,46;0;80;0;0;0,8;19;1854;273;140;1,9;0,45;0,14;4,7;0;0,3;3;2;2;0,07;0
PANE AL LATTE;100;347;1452;20;8,6;1;7;64,9;61,3;3,6;7,6;2,7;3,01;1,61;2,62;1,5;0,11;0;11;3,1;0;1,7;70;500;150;140;2;0,1;0,11;0,7;2;0,11;44;84;34;0,84;0
PANE ALLE OLIVE;100;286;1197;35,4;7;0;7;52,6;48,7;3,9;6,7;1,07;4,75;0,79;4,69;0,72;0,06;0;0;3,8;0;1,8;114;572;142;91;0,9;0,23;0,08;1,3;0;0,07;26;5;29;0,2;0
PANE COMUNE, pezzatura da g;100;279;1167;29;8,1;0;8,1;64,7;64,1;0,6;0,2;0,05;0,02;0,12;0,02;0,12;0,01;0;0;2,8;0;1,7;64;665;161;100;0,8;0,02;0,03;1,4;0;0,07;29;0;0;2;0
PANE CONDITO;100;284;1188;26;13,3;2;13,3;56,9;55,7;1,2;3,4;0,99;1,91;0,45;1,83;0,38;0,04;0;7;7,3;0;1,4;120;630;110;110;0,8;0,03;0,08;1,4;0;0,13;19;0;0;0,62;0
PANE DI GRANO DURO;100;245;1025;31;10,1;0;10,1;49,1;46,6;2,5;2,3;0,41;0,31;0,9;0,3;0,85;0,05;0;0;9,8;0;2,8;23;640;336;257;3,2;0,34;0,12;4,4;0;0,33;34;0;0;0,79;0
PANE DI GRANO E SEGALE;100;226;946;38,8;6,2;0;6,2;47,7;37,9;9,9;1,1;0,15;0,12;0,51;0,12;0,46;0,06;2;0;4,6;0;1,7;17;553;177;127;3,5;0,14;0,07;1,2;0;0,09;24;0;0;1,2;0
PANE DI SEGALE;100;219;916;37,4;8,3;0;8,3;45,8;44;1,8;1,7;0,32;0,68;0,41;0,67;0,38;0,03;0;0;5,8;0;2,5;80;580;190;160;1,3;0,29;0,05;2,3;0;0,09;24;0;0;1,2;0
PANE DI SEGALE BISCOTTATO;100;284;1188;31;9,4;0;9,4;46,7;43,1;3,7;3,6;0,69;1,44;0,88;1,43;0,81;0,07;2;0;6,4;0;3,1;80;725;183;138;1,3;0,38;0,33;3,8;0;0,07;39;0;0;0,61;0
PANE DI SOIA;100;276;1155;31;12;0;12;41,7;38,4;3,3;6,8;1,04;1,44;3,86;1,42;3,43;0,43;0;0;4,5;0;2,2;61;610;482;234;1,3;0,32;0,09;1,1;0;0,19;96;3;18;0,49;0
PANE GRATTUGIATO;100;354;1481;10;11,6;0;11,6;77,5;74,9;2,6;1,9;0,44;0,21;1,16;0,21;1,1;0,06;0;0;3,4;0;2,8;130;760;150;120;0,9;0,2;0,04;2,1;0;0,08;25;0;0;2;0
PANE INTEGRALE;100;243;1017;36,6;7,5;0;7,5;53,8;51,3;2,5;1,3;0,3;0,14;0,79;0,14;0,75;0,04;0;0;5,7;0;2,5;25;550;210;180;1,6;0,1;0,12;2,9;0;0,12;39;0;0;0,2;0
PANE TOSTATO;100;298;1247;25,4;8,8;0;8,8;69,2;67;2,2;0,5;0,12;0,06;0,34;0,06;0,31;0,02;0;0;4,1;0;0,8;18;692;190;83;1;0,06;0,06;0,9;0;0,08;31;0;0;2;0
PANE, TIPO , pezzatura > g;100;267;1117;34;8,9;0;8,9;60,3;58,1;2,2;0,6;0,14;0,07;0,37;0,07;0,35;0,02;0;0;3,8;0;1,4;13;665;161;77;0,8;0,08;0,07;1,7;0;0,07;29;0;0;2;0
PANE, TIPO , pezzatura da g;100;276;1155;31;8,1;0;8,1;64;62;2;0,5;0,11;0,06;0,31;0,06;0,29;0,02;0;0;3,8;0;0,7;17;640;176;77;0,9;0,06;0,06;0,8;0;0,07;29;0;0;2;0
PANE, TIPO , pezzatura da g;100;290;1213;29;8,2;0;8,2;67,5;65,6;1,9;0,4;0,1;0,04;0,24;0,04;0,23;0,01;0;0;3;0;0,8;14;640;176;63;0,9;0,04;0,06;0,8;0;0,07;29;0;0;2;0
PANETTONE;100;334;1397;26,9;6,4;2;4;56,5;33,6;22,9;10,7;5,57;3,19;0,74;2,82;0,59;0,14;0;112;2,8;0;3;149;38;234;130;0,6;0,13;0,11;0,6;0;0,12;33;112;63;0,62;0
PANINI ALL'OLIO;100;302;1264;30,8;7,7;0;7,7;58,3;54,1;4,2;5,8;0,96;4,11;0,69;4,06;0,62;0,06;0;0;3,7;0;1,8;120;630;110;100;0,9;0,25;0,08;1,4;0;0,07;29;0;0;2;0
PANNA, % di lipidi;100;337;1410;58,5;2,3;2;0;3,4;0;3,4;35;20,47;9,95;1,15;8,68;0,66;0,5;0;105;0;0;0;78;34;100;61;0,3;0,02;0,11;0;1;0,04;7;268;202;0,86;0
PANNA, % di lipidi;100;292;1222;64;2,6;2;0;3,2;0;3,2;30;17,55;8,53;0,99;7,44;0,56;0,42;0;90;0;0;0;78;34;100;61;0,3;0,02;0,11;0;1;0,04;7;268;202;0,86;0
PANNA, % di lipidi (da cucina);100;206;862;72;2,8;2;0;3,9;0;3,9;20;11,7;5,69;0,66;4,96;0,38;0,28;0;66;0;0;0,1;87;34;91;59;0,5;0,03;0,14;0,1;1;0,05;7;218;110;0,4;0
PANNA, a basso contenuto di colesterolo;100;206;862;72;2,8;2;0;3,9;0;3,9;20;11,7;5,69;0,66;4,96;0,38;0,28;0;16;0;0;0,1;87;34;91;59;0,5;0,03;0,14;0,1;1;0,05;7;218;110;0,4;0
PAPAYA [CARICA PAPAYA];72;36;151;88,5;0,5;0;0,5;8,8;0;8,8;0,1;0,03;0,03;0,02;0,01;2;0,02;0;0;2,3;0;0,5;23;5;200;13;0,2;0,03;0,04;0,3;60;0,03;1;135;810;1,12;0
PAPRIKA [CAPSICUM ANNUUM], in polvere;100;306;1280;10;14,8;0;14,8;34,8;0;34,8;13;2,11;1,23;8,35;1,11;7,45;0,9;0;0;20,9;0;23,6;177;34;2344;345;4,1;0,64;1,74;15,3;71;0,28;0;6060;36360;0,8;0
PARMIGIANO;100;374;1565;29,5;36;36;0;2;0;2;25,6;16,89;8,02;0,72;7,43;0,34;0,38;0;95;0;0;0,7;1340;446;100;800;4;0,02;0,11;0,1;0;0,1;20;154;110;0,78;0
PASTA ALL'UOVO, fresca;100;309;1293;25;11,8;2;9,4;63,2;61,6;1,7;2,8;0,79;0,9;0,74;0,82;0,69;0,03;0;91;2,9;0;1,2;24;27;140;169;0,7;0,22;0,09;1;0;0,14;27;41;15;0,39;0
PASTA ALL'UOVO, secca;100;368;1540;12,5;13;2;10,4;78,6;76,6;2;2,4;0,67;0,77;0,63;0,7;0,59;0,03;0;94;3,2;0;2,1;22;17;164;199;1,3;0,14;0,19;1,2;0;0,17;32;35;12;0,45;0
PASTA DI MANDORLE;100;467;1954;6,1;8;0;8;54,3;0;54,3;25,8;2,14;18,37;5,05;18,19;4,91;0,14;0;0;7,2;0;2,5;119;4;431;254;1,6;0,15;0,22;1,1;0;0,08;24;0;0;11,98;0
PASTA DI OLIVE;100;331;1385;52,2;1,4;0;1,4;4,5;0;4,5;34,3;5,02;24,41;3,6;24,09;3,35;0,25;0;0;2,2;0;3,2;63;1175;258;23;0,4;0;0,09;1,1;18;0,02;2;27;162;2,3;0
PASTA DI SEMOLA;100;356;1490;12,4;10,8;0;10,8;82,8;80,1;2,7;0,3;0,07;0,03;0,18;0,03;0,17;0,01;0;0;2,6;0;1,3;17;5;160;165;1,5;0,14;0,11;2;0;0,17;34;0;0;2;0
PASTA DI SEMOLA INTEGRALE;100;324;1356;10,5;13,4;0;13,4;66,2;62,5;3,7;2,5;0,58;0,28;1,53;0,28;1,45;0,08;0;0;11,5;0;3,9;31;130;390;330;3;0,99;0,11;6,2;0;0,39;40;0;0;2;0
PASTA FROLLA;100;480;2008;9;7,7;2;5,5;61,3;35,5;25,8;24,3;10,25;8,83;3,18;7,76;2,86;0,29;0;224;1,7;0;1,3;32;103;84;154;0,8;0,15;0,06;0,6;0;0,11;27;204;51;2,2;0
PASTA SFOGLIA;100;560;2343;7,7;5,6;0;5,5;45,9;45;0,9;40,6;15,77;16,78;5;12,13;2,87;0,22;1;15;1,6;0;1,3;84;460;94;69;0,5;0,14;0,02;1;2;0,07;7;180;48;1,95;1
PASTI DIETETICI SOSTITUTIVI;100;355;1485;5;26;3;3;41,5;3;3;9,4;2;2,3;4,5;3;3;3;3;0;13,5;0;21;735;500;750;550;12;1,43;1,34;22;95;1,69;310;838;2514;10,4;2
PASTICCINI AL COCCO;100;404;1690;10,6;3,6;1;2;70,4;0;70,4;12,7;11,24;0,55;0,14;0,55;0,14;0;0;0;1,8;0;0,8;7;247;156;43;0,7;0,01;0,11;0,1;0;0,1;3;0;0;0,29;0
PASTORELLA;100;364;1523;41,3;26,9;26;0;2;0;2;28,5;17,69;9,22;1,01;7,8;0,59;0,42;0;117;0;0;0,6;360;463;69;300;1,9;0,05;0,36;0,1;2;0,08;19;293;105;0,24;0
PATATE [SOLANUM TUBEROSUM];83;85;356;78,5;2,1;0;2,1;18;17,6;0,4;1;0,19;0,03;0,59;0,02;0,45;0,14;0;0;1,6;0;0,6;10;7;570;54;0,3;0,1;0,04;2,5;15;0,44;35;3;18;0,06;0
PATATE DOLCI [IPOMAEA BATATAS];84;87;364;73,7;1,2;0;1,2;21,3;15,6;5,7;0,3;0,06;0,01;0,13;0,01;0,11;0,02;0;0;2,3;0;0,7;24;40;370;50;0,3;0,17;2;0,5;23;0,09;17;655;3930;4,56;0
PATATE NOVELLE [SOLANUM TUBEROSUM];96;67;280;81,9;2;0;2;15,8;15,6;0,2;0;0;0;0;0;0;0;0;0;1,4;0;0,6;10;23;367;54;0,5;0,12;0,03;2,4;28;0,44;25;0;0;0,06;0
PATATE, FECOLA;100;349;1460;16,1;1,4;0;1,4;91,5;91,5;0;0;0;0;0;0;0;0;0;0;0;0;0,3;10;31;1580;27;1,3;2;2;2;0;0,01;51;0;0;0,26;0
PATATE, POLVERE ISTANTANEA;100;318;1331;7;9,1;0;9,1;73,2;71;2,2;0,8;0,19;0,01;0,63;0,01;0,48;0,15;0;0;16,5;0;2,4;89;1190;1550;220;1,1;0,04;0,14;5,6;12;0,84;13;2;2;0,25;0
PATATINE IN SACCHETTO;100;536;2243;1,9;7;0;7;51,2;50,5;0,7;34,6;10,96;9,84;12,17;9,51;11,98;0,19;0;0;4,5;0;1,6;24;594;1275;165;1,1;0,17;0,2;3,8;31;0,66;45;0;0;4,88;0
PECORA [OVIS ARIES];100;293;1226;57;17;17;0;0;0;0;25;11,8;9,23;1,16;8,93;0,58;0,58;0;79;0;0;2;10;100;350;200;2;0,12;0,1;3,6;0;0,23;3;12;2;0,07;0
PECORINO;100;366;1531;32,3;28,5;28;0;2;0;2;28;17,79;8,15;0,62;7,22;0,3;0,32;0;104;0;0;0,7;1160;1890;94;675;3,5;0,03;0,47;0,2;0;0,09;7;141;24;0,73;0
PECORINO DA GRATTUGIARE;100;378;1582;28;29,5;29;0;2;0;2;28,9;18,36;8,41;0,64;7,45;0,3;0,33;0;104;0;0;1,8;923;1890;94;675;3,5;0,03;0,47;0,2;0;0,09;7;141;24;0,73;0
PECORINO ROMANO;100;379;1586;32;28,3;28;0;2;0;2;29,5;18,74;7,01;0,65;6,03;0,31;0,34;0;104;0;0;2,1;1160;1890;94;675;3,5;0,03;0,47;0,2;0;0,09;7;141;24;0,73;0
PECORINO, FRESCO;100;332;1389;42;26;26;0;2;0;2;25,4;17,72;5,51;0,71;4,74;0,39;0,32;0;70;0;0;0,9;470;1084;129;280;2;0,04;0,21;0,1;2;0,07;23;116;20;0,37;0
PEPE NERO [PIPER NIGRUM];100;255;1067;10,5;10,9;0;10,9;38,3;2;38,3;3,3;0,98;1,01;1,13;1,01;0,97;0,16;0;0;26,5;0;28,9;437;44;1259;173;1,4;0,11;0,24;1,1;21;0,34;10;19;114;1,03;0
PEPERONCINI PICCANTI [CAPSICUM ANNUUM];89;25;105;87,8;1,8;0;1,8;3,8;2,3;1,5;0,5;0,09;0,03;0,27;0,03;0,23;0,05;0;0;1,9;0;0,5;18;11;395;18;0,3;0,09;0,23;3;229;0,25;21;824;4944;0,8;0
PEPERONI DOLCI [CAPSICUM ANNUUM];82;22;92;92,3;0,9;0;0,9;4,2;0;4,2;0,3;0,05;0,02;0,16;0,02;0,14;0,03;0;0;1,9;0;0,7;17;2;210;28;0,2;0,05;0,07;0,5;151;0,27;24;139;834;0,65;0
PEPERONI GIALLI [CAPSICUM ANNUUM, CV GROSSUM];88;22;92;93;0,9;0;0,9;5;0,1;4,9;0,3;0,05;0,02;0,17;0,02;0,14;0,03;0;0;0,9;0;0,7;17;30;117;28;0,2;0,05;0,07;0,5;151;0,25;22;139;835;0,6;0
PEPERONI SOTT'ACETO;100;15;63;90;0,8;0;0,8;1,7;0,4;1,4;0,6;0,09;0,04;0,32;0,04;0,29;0,03;0;0;1,9;0;2,6;36;1248;131;20;0,2;0,03;0,03;0,6;16;0,18;16;22;134;0,62;0
PERA [PYRUS COMMUNIS];91;41;172;85,2;0,3;0;0,3;9,5;0;9,5;0,4;0,02;0,08;0,09;0,08;0,09;2;0;0;2,8;0;0,3;6;2;130;11;0,1;0,01;0,03;0,1;4;0,02;2;2;2;0,5;0
PESCA [PRUNUS PERSICA];91;27;113;90,7;0,8;0;0,8;6,1;0;6,1;0,1;0,01;0,03;0,05;0,03;0,04;2;0;0;2,1;0;0,4;4;3;260;20;0,1;0,01;0,03;0,5;4;0,02;3;27;162;0,97;0
PESCA SCIROPPATA;100;87;364;74;0,4;0;0,4;22,9;0;22,9;2;0;0;0;0;0;0;0;0;1;0;0,4;4;1;150;10;2;0,01;0,02;0,6;4;0,02;7;42;250;0,89;0
PESCE PERSICO [PERCA FLUVIATILIS];43;75;314;80;15,4;15;0;2;0;2;1,5;0,3;0,25;0,6;0,11;0,02;0,02;0;70;0;0;0,9;80;92;80;200;1,1;0,07;0,1;2,9;2;0,12;5;9;2;0,2;2
PESCE SPADA [XIPHIAS GLADIUS];98;109;456;75;16,9;16;0;1;0;1;4,2;1,15;1,62;0,97;1,14;0,03;0,19;0;70;0;0;0,4;4;90;288;263;0,4;0,04;0,1;3,3;1;0,33;2;36;2;0,5;11
PICCIONE ADULTO [COLUMBA LIVIA];53;187;782;66;18,4;18;0;0,3;0;0,3;12,5;3,27;4,43;2,67;3,95;1,72;0;0;77;0;0;1,5;12;47;237;250;2,7;0,08;0,15;7,5;0;0,53;7;0;0;0,1;0
PICCIONE GIOVANE [COLUMBA LIVIA];90;138;577;71,7;22,1;22;0;0;0;0;5,5;1,44;1,96;1,17;1,74;0,75;0;0;90;0;0;1,5;12;55;260;200;2,7;0,08;0,15;7,5;0;0,53;4;0;0;0,1;0
PINOLI [PINUS PINEA];29;567;2372;7,3;29,6;0;29,6;5;0;5;47,8;7,35;17,98;20,13;16,88;19,51;0,62;0;0;1,9;0;2;40;1;780;466;6,5;0,39;0,25;2,7;0;0,11;57;9;54;9,5;0
PISELLI [PISUM SATIVUM], freschi;47;76;318;76,1;7;0;7;12,4;8;4,4;0,2;0,08;0,06;0,02;0,06;0,02;2;0;0;5,2;0;1,8;47;1;202;101;0,7;0,42;0,18;1;28;0,12;62;49;294;0,21;0
PISELLI IN SCATOLA;100;53;222;76;5,8;0;5,8;6,8;4,8;2;0,8;0,29;0,24;0,08;0,24;0,08;2;0;0;9,7;0;1,7;30;306;128;73;1,1;0,13;0,1;2,1;8;0,06;20;50;300;0,22;0
PISELLI IN SCATOLA SGOCCIOLATI;67;53;222;76;5,8;0;5,8;6,8;4,8;2;0,8;0,29;0,24;0,08;0,24;0,08;2;0;0;9,7;0;1,7;30;306;128;73;1,1;0,13;0,1;2,1;8;0,06;20;50;300;0,22;0
PISELLI SURGELATI;100;54;226;79;5,7;0;5,7;7,5;3,4;4,1;0,4;0,15;0,12;0,03;0,12;0,03;2;0;0;7,8;0;1,5;33;3;190;90;0,9;0,32;0,1;2,1;17;0,1;78;50;300;0,18;0
PISELLI, secchi;100;306;1280;13;21,7;0;21,7;53,6;50,7;2,9;2;0,74;0,63;0,22;0,58;0,17;0,05;0;0;15,7;0;4,5;48;38;990;320;2,6;0,58;0,15;2,2;4;0,13;33;10;60;2;0
PISTACCHI [PISTACIA VERA], freschi;100;390;1632;35,2;12,8;0;12,8;16,4;5;11,4;32,6;4,13;22;4,93;21,54;4,73;0,17;0;0;1,5;0;2,8;65;9;501;164;1,3;0,5;0,3;1;1;0,25;58;87;522;5,21;0
PISTACCHI, secchi;50;577;2414;3,9;20,6;0;20,6;14;4,3;9,7;48,4;6,13;32,67;7,32;31,98;7,02;0,25;0;0;10,8;0;6,8;135;6;1093;503;1,3;0,82;0,17;1,1;7;0,25;58;23;138;5,21;0
PISTACCHI, tostati e salati;100;601;2515;2,1;17,9;0;17,9;8,2;2,5;5,7;55,4;7,02;37,4;8,38;36,61;8,04;0,29;0;0;6,1;0;3;110;530;1040;420;2,2;0,7;0,23;1,7;0;0,25;58;22;130;4,16;0
PIZZA CON POMODORO;100;247;1033;40,5;4;0;3,9;51,9;35,4;12,6;4;0,68;2,64;0,6;2,62;0,55;0,05;0;0;3,1;0;2;12;210;176;49;0,7;0,23;0,1;1,9;0;0,23;62;61;363;1,83;0
PIZZA CON POMODORO E MOZZARELLA;100;271;1134;39,3;5,6;2;3,4;52,9;40;12,9;5,6;1,99;2,84;0,56;2,72;0,5;0,07;0;11;3,8;0;2;12;986;302;48;1,4;0,2;0,19;0;7;0,18;52;74;256;1,28;0
POLENTA;100;183;766;56,3;4,4;0;4,4;40,8;40;0,8;1,4;0,17;0,31;0,6;0,31;0,51;0,09;0;0;1,3;0;0,9;3;1;65;50;0,5;0,18;0,05;1;0;2;2;34;201;2;0
POLLO [GALLUS GALLUS], INTERO;68;175;732;68,7;19,1;19;0;0;0;0;11;3,65;4,95;1,66;4,14;1,4;0,07;0;81;0;0;1,5;11;70;260;194;1,1;0,06;0,16;6,5;0;0,3;9;0;0;0,15;0
